item1,item2,correlation
boys,father,0.7745966692414833
evening,father,0.4879500364742666
sight,father,0.4666666666666667
body,father,0.4666666666666667
called,father,0.4666666666666667
answered,father,0.7745966692414833
dedalus,father,0.2927700218845599
nice,father,0.74535599249993
hall,father,1
cried,father,0.4666666666666667
home,father,0.4666666666666667
caught,father,0.4666666666666667
ran,father,1
sky,father,0.74535599249993
hat,father,0.4879500364742666
windows,father,0.4879500364742666
sitting,father,0.74535599249993
waiting,father,0.74535599249993
tea,father,0.4666666666666667
woman,father,0.4879500364742666
dinner,father,0.74535599249993
walked,father,0.74535599249993
remember,father,0.4879500364742666
feel,father,0.4879500364742666
talking,father,0.74535599249993
top,father,0.7745966692414833
thinking,father,0.74535599249993
passed,father,0.74535599249993
matter,father,0.4666666666666667
pink,father,0.74535599249993
sat,father,0.4879500364742666
people,father,0.4879500364742666
corner,father,0.74535599249993
moment,father,0.4879500364742666
god,father,0.74535599249993
person,father,0.7745966692414833
real,father,1
house,father,0.4879500364742666
child,father,0.4666666666666667
morning,father,0.4879500364742666
country,father,0.74535599249993
women,father,0.4879500364742666
stood,father,0.74535599249993
understand,father,0.4666666666666667
spoke,father,0.4666666666666667
call,father,0.7745966692414833
letter,father,0.4666666666666667
smiling,father,0.7745966692414833
smiled,father,1
sit,father,0.4879500364742666
pleasure,father,0.7745966692414833
street,father,0.4879500364742666
poor,father,0.4879500364742666
set,father,0.4666666666666667
church,father,1
fine,father,1
mind,father,0.4879500364742666
happened,father,0.7745966692414833
children,father,0.74535599249993
couldn’t,father,0.44721359549995793
suddenly,father,0.74535599249993
girl,father,0.74535599249993
taking,father,0.74535599249993
life,father,0.4879500364742666
feeling,father,0.7745966692414833
sin,father,0.7745966692414833
arm,father,1
half,father,0.4879500364742666
front,father,0.7745966692414833
saint,father,0.2581988897471611
family,father,0.7745966692414833
times,father,0.4666666666666667
appeared,father,0.4666666666666667
carriage,father,0.74535599249993
aunt,father,0.4666666666666667
josephine,father,0.44721359549995793
smile,father,0.4666666666666667
idea,father,0.7745966692414833
simply,father,1
form,father,0.4666666666666667
girls,father,0.74535599249993
sense,father,0.4666666666666667
cranly,father,0.2927700218845599
flanders,father,0.44721359549995793
de,father,0.2581988897471611
combray,father,0.2927700218845599
mme,father,0.2927700218845599
sort,father,0.4666666666666667
françoise,father,0.2927700218845599
swann,father,0.2927700218845599
verdurin,father,0.2927700218845599
odette,father,0.2927700218845599
jacob,father,0.44721359549995793
kezia,father,0.2927700218845599
blue,told,0.3333333333333333
heart,told,0.6546536707079771
death,told,0.6546536707079771
found,told,0.3333333333333333
fellow,told,0.3333333333333333
dear,told,0.6546536707079771
day,told,0.6546536707079771
play,told,0.3333333333333333
book,told,0.6546536707079771
read,told,0.6546536707079771
fire,told,0.3333333333333333
desire,told,0.3333333333333333
run,told,0.3333333333333333
word,told,0.6546536707079771
words,told,0.6546536707079771
round,told,0.6546536707079771
rest,told,0.3333333333333333
sun,told,0.6546536707079771
sound,told,0.3333333333333333
beauty,told,0.3333333333333333
standing,told,0.3333333333333333
speak,told,0.6546536707079771
cold,told,0.3333333333333333
coming,told,0.3333333333333333
road,told,1
boy,told,0.74535599249993
father,told,0.74535599249993
looked,told,0.3333333333333333
rose,told,0.6546536707079771
warm,told,0.74535599249993
mother,told,0.5773502691896257
brought,told,0.3333333333333333
paper,told,0.3333333333333333
table,told,0.6546536707079771
stephen,told,0.21821789023599236
boys,told,0.5773502691896257
evening,told,0.6546536707079771
sight,told,0.74535599249993
called,told,0.74535599249993
answered,told,0.5773502691896257
dedalus,told,0.21821789023599236
nice,told,1
hall,told,0.74535599249993
cried,told,0.74535599249993
home,told,0.74535599249993
ran,told,0.74535599249993
sky,told,0.3333333333333333
hat,told,0.6546536707079771
windows,told,0.6546536707079771
water,told,0.3333333333333333
sitting,told,0.3333333333333333
waiting,told,1
woman,told,0.6546536707079771
dinner,told,1
walked,told,1
remember,told,0.6546536707079771
feel,told,0.6546536707079771
talking,told,0.3333333333333333
top,told,0.5773502691896257
thinking,told,1
passed,told,1
pink,told,0.3333333333333333
world,told,0.3333333333333333
sat,told,0.6546536707079771
people,told,0.6546536707079771
don’t,told,0.44721359549995793
corner,told,0.3333333333333333
moment,told,0.6546536707079771
wall,told,0.3333333333333333
god,told,1
person,told,0.5773502691896257
real,told,0.74535599249993
house,told,0.6546536707079771
memory,told,0.3333333333333333
morning,told,0.6546536707079771
country,told,0.3333333333333333
women,told,0.6546536707079771
stood,told,1
talk,told,0.3333333333333333
didn’t,told,0.44721359549995793
i’m,told,0.44721359549995793
spoke,told,0.74535599249993
call,told,0.5773502691896257
it’s,told,0.44721359549995793
fell,told,0.3333333333333333
letter,told,0.74535599249993
late,told,0.3333333333333333
chair,told,0.3333333333333333
smiling,told,0.5773502691896257
smiled,told,0.74535599249993
can’t,told,0.44721359549995793
sit,told,0.6546536707079771
pleasure,told,0.5773502691896257
street,told,0.6546536707079771
poor,told,0.6546536707079771
set,told,0.74535599249993
church,told,0.74535599249993
silence,told,0.3333333333333333
fine,told,0.74535599249993
mind,told,0.6546536707079771
happened,told,0.5773502691896257
children,told,1
couldn’t,told,0.3333333333333333
suddenly,told,0.3333333333333333
girl,told,1
taking,told,0.3333333333333333
life,told,0.6546536707079771
feeling,told,0.5773502691896257
sin,told,0.5773502691896257
arm,told,0.74535599249993
half,told,0.6546536707079771
front,told,0.5773502691896257
saint,told,0.5773502691896257
family,told,0.5773502691896257
carriage,told,1
josephine,told,0.3333333333333333
idea,told,0.5773502691896257
simply,told,0.74535599249993
girls,told,0.3333333333333333
sense,told,0.74535599249993
afternoon,told,0.3333333333333333
cranly,told,0.21821789023599236
flanders,told,0.3333333333333333
de,told,0.5773502691896257
combray,told,0.21821789023599236
mme,told,0.21821789023599236
françoise,told,0.21821789023599236
swann,told,0.21821789023599236
miss,told,0.3333333333333333
verdurin,told,0.21821789023599236
odette,told,0.21821789023599236
jacob,told,0.3333333333333333
i’ve,told,0.3333333333333333
kezia,told,0.21821789023599236
blue,looked,0.3333333333333333
love,looked,0.6546536707079771
dark,looked,0.6546536707079771
lay,looked,0.6546536707079771
fellow,looked,0.3333333333333333
sleep,looked,0.3333333333333333
flowers,looked,0.6546536707079771
yellow,looked,0.6546536707079771
soft,looked,0.3333333333333333
slowly,looked,0.6546536707079771
beneath,looked,0.3333333333333333
grey,looked,0.6546536707079771
ah,looked,0.3333333333333333
phrase,looked,0.3333333333333333
standing,looked,0.3333333333333333
coming,looked,0.3333333333333333
road,looked,0.3333333333333333
boy,looked,0.74535599249993
father,looked,0.74535599249993
told,looked,0.3333333333333333
rose,looked,0.6546536707079771
mother,looked,0.5773502691896257
brought,looked,1
paper,looked,1
table,looked,0.6546536707079771
stephen,looked,0.21821789023599236
boys,looked,0.5773502691896257
evening,looked,0.6546536707079771
body,looked,0.74535599249993
answered,looked,0.5773502691896257
dedalus,looked,0.21821789023599236
nice,looked,0.3333333333333333
hall,looked,0.74535599249993
caught,looked,0.74535599249993
ran,looked,0.74535599249993
sky,looked,1
hat,looked,0.6546536707079771
windows,looked,0.6546536707079771
water,looked,0.3333333333333333
sitting,looked,1
waiting,looked,0.3333333333333333
tea,looked,0.74535599249993
woman,looked,0.6546536707079771
dinner,looked,0.3333333333333333
walked,looked,0.3333333333333333
remember,looked,0.6546536707079771
feel,looked,0.6546536707079771
talking,looked,1
top,looked,0.5773502691896257
thinking,looked,0.3333333333333333
passed,looked,0.3333333333333333
matter,looked,0.74535599249993
pink,looked,1
world,looked,0.3333333333333333
sat,looked,0.6546536707079771
people,looked,0.6546536707079771
corner,looked,1
moment,looked,0.6546536707079771
wall,looked,0.3333333333333333
god,looked,0.3333333333333333
person,looked,0.5773502691896257
real,looked,0.74535599249993
house,looked,0.6546536707079771
memory,looked,0.3333333333333333
child,looked,0.74535599249993
morning,looked,0.6546536707079771
country,looked,1
women,looked,0.6546536707079771
stood,looked,0.3333333333333333
talk,looked,0.3333333333333333
understand,looked,0.74535599249993
call,looked,0.5773502691896257
fell,looked,0.3333333333333333
late,looked,0.3333333333333333
chair,looked,0.3333333333333333
smiling,looked,0.5773502691896257
smiled,looked,0.74535599249993
sit,looked,0.6546536707079771
pleasure,looked,0.5773502691896257
street,looked,0.6546536707079771
poor,looked,0.6546536707079771
church,looked,0.74535599249993
silence,looked,0.3333333333333333
fine,looked,0.74535599249993
mind,looked,0.6546536707079771
happened,looked,0.5773502691896257
children,looked,0.3333333333333333
couldn’t,looked,0.3333333333333333
suddenly,looked,1
girl,looked,0.3333333333333333
taking,looked,1
life,looked,0.6546536707079771
feeling,looked,0.5773502691896257
sin,looked,0.5773502691896257
arm,looked,0.74535599249993
half,looked,0.6546536707079771
front,looked,0.5773502691896257
family,looked,0.5773502691896257
times,looked,0.74535599249993
appeared,looked,0.74535599249993
carriage,looked,0.3333333333333333
aunt,looked,0.74535599249993
josephine,looked,0.3333333333333333
smile,looked,0.74535599249993
idea,looked,0.5773502691896257
simply,looked,0.74535599249993
form,looked,0.74535599249993
girls,looked,1
afternoon,looked,0.3333333333333333
cranly,looked,0.21821789023599236
flanders,looked,0.3333333333333333
combray,looked,0.21821789023599236
mme,looked,0.21821789023599236
sort,looked,0.74535599249993
françoise,looked,0.21821789023599236
swann,looked,0.21821789023599236
miss,looked,0.3333333333333333
verdurin,looked,0.21821789023599236
odette,looked,0.21821789023599236
jacob,looked,0.3333333333333333
kezia,looked,0.21821789023599236
coming,rose,0.6546536707079771
road,rose,0.6546536707079771
boy,rose,0.4879500364742666
father,rose,0.4879500364742666
told,rose,0.6546536707079771
looked,rose,0.6546536707079771
warm,rose,0.4879500364742666
mother,rose,0.3779644730092272
brought,rose,0.6546536707079771
paper,rose,0.6546536707079771
table,rose,0.9999999999999998
boys,rose,0.3779644730092272
evening,rose,0.9999999999999998
sight,rose,0.4879500364742666
body,rose,0.4879500364742666
called,rose,0.4879500364742666
answered,rose,0.3779644730092272
nice,rose,0.6546536707079771
hall,rose,0.4879500364742666
cried,rose,0.4879500364742666
home,rose,0.4879500364742666
caught,rose,0.4879500364742666
ran,rose,0.4879500364742666
sky,rose,0.6546536707079771
hat,rose,0.9999999999999998
windows,rose,0.9999999999999998
water,rose,0.6546536707079771
sitting,rose,0.6546536707079771
waiting,rose,0.6546536707079771
tea,rose,0.4879500364742666
woman,rose,0.9999999999999998
dinner,rose,0.6546536707079771
walked,rose,0.6546536707079771
remember,rose,0.9999999999999998
feel,rose,0.9999999999999998
talking,rose,0.6546536707079771
top,rose,0.3779644730092272
thinking,rose,0.6546536707079771
passed,rose,0.6546536707079771
matter,rose,0.4879500364742666
pink,rose,0.6546536707079771
world,rose,0.6546536707079771
sat,rose,0.9999999999999998
people,rose,0.9999999999999998
don’t,rose,0.2927700218845599
corner,rose,0.6546536707079771
moment,rose,0.9999999999999998
wall,rose,0.6546536707079771
god,rose,0.6546536707079771
person,rose,0.3779644730092272
real,rose,0.4879500364742666
house,rose,0.9999999999999998
memory,rose,0.6546536707079771
child,rose,0.4879500364742666
morning,rose,0.9999999999999998
country,rose,0.6546536707079771
women,rose,0.9999999999999998
stood,rose,0.6546536707079771
talk,rose,0.6546536707079771
didn’t,rose,0.2927700218845599
i’m,rose,0.2927700218845599
understand,rose,0.4879500364742666
spoke,rose,0.4879500364742666
call,rose,0.3779644730092272
it’s,rose,0.2927700218845599
fell,rose,0.6546536707079771
letter,rose,0.4879500364742666
that’s,rose,0.3779644730092272
late,rose,0.6546536707079771
chair,rose,0.6546536707079771
smiling,rose,0.3779644730092272
smiled,rose,0.4879500364742666
can’t,rose,0.2927700218845599
sit,rose,0.9999999999999998
pleasure,rose,0.3779644730092272
street,rose,0.9999999999999998
poor,rose,0.9999999999999998
set,rose,0.4879500364742666
church,rose,0.4879500364742666
silence,rose,0.6546536707079771
fine,rose,0.4879500364742666
mind,rose,0.9999999999999998
happened,rose,0.3779644730092272
children,rose,0.6546536707079771
couldn’t,rose,0.21821789023599236
suddenly,rose,0.6546536707079771
girl,rose,0.6546536707079771
taking,rose,0.6546536707079771
life,rose,0.9999999999999998
feeling,rose,0.3779644730092272
sin,rose,0.3779644730092272
arm,rose,0.4879500364742666
half,rose,0.9999999999999998
front,rose,0.3779644730092272
saint,rose,0.3779644730092272
family,rose,0.3779644730092272
times,rose,0.4879500364742666
appeared,rose,0.4879500364742666
carriage,rose,0.6546536707079771
aunt,rose,0.4879500364742666
josephine,rose,0.21821789023599236
smile,rose,0.4879500364742666
idea,rose,0.3779644730092272
simply,rose,0.4879500364742666
form,rose,0.4879500364742666
girls,rose,0.6546536707079771
sense,rose,0.4879500364742666
afternoon,rose,0.6546536707079771
flanders,rose,0.21821789023599236
de,rose,0.3779644730092272
sort,rose,0.4879500364742666
miss,rose,0.6546536707079771
jacob,rose,0.21821789023599236
i’ve,rose,0.21821789023599236
light,warm,0.4879500364742666
days,warm,0.4879500364742666
heart,warm,0.4879500364742666
beautiful,warm,0.4666666666666667
soul,warm,0.4879500364742666
death,warm,0.4879500364742666
found,warm,0.74535599249993
hair,warm,0.4879500364742666
dear,warm,0.4879500364742666
day,warm,0.4879500364742666
pale,warm,0.4666666666666667
wind,warm,0.4879500364742666
play,warm,0.74535599249993
book,warm,0.4879500364742666
read,warm,0.4879500364742666
fire,warm,0.74535599249993
desire,warm,0.74535599249993
run,warm,0.74535599249993
true,warm,0.4666666666666667
garden,warm,0.4879500364742666
lips,warm,0.4666666666666667
bed,warm,0.4879500364742666
word,warm,0.4879500364742666
friends,warm,0.4879500364742666
words,warm,0.4879500364742666
round,warm,0.4879500364742666
rest,warm,0.74535599249993
arms,warm,0.4879500364742666
sun,warm,0.4879500364742666
sound,warm,0.74535599249993
strange,warm,0.4879500364742666
beauty,warm,0.74535599249993
speak,warm,0.4879500364742666
close,warm,0.4666666666666667
cold,warm,0.74535599249993
coming,warm,0.74535599249993
road,warm,0.74535599249993
boy,warm,0.4666666666666667
father,warm,0.4666666666666667
told,warm,0.74535599249993
rose,warm,0.4879500364742666
mother,warm,0.7745966692414833
table,warm,0.4879500364742666
stephen,warm,0.2927700218845599
boys,warm,0.7745966692414833
evening,warm,0.4879500364742666
sight,warm,1
body,warm,0.4666666666666667
called,warm,1
answered,warm,0.7745966692414833
dedalus,warm,0.2927700218845599
nice,warm,0.74535599249993
hall,warm,0.4666666666666667
cried,warm,1
home,warm,1
caught,warm,0.4666666666666667
ran,warm,0.4666666666666667
hat,warm,0.4879500364742666
windows,warm,0.4879500364742666
water,warm,0.74535599249993
waiting,warm,0.74535599249993
tea,warm,0.4666666666666667
woman,warm,0.4879500364742666
dinner,warm,0.74535599249993
walked,warm,0.74535599249993
remember,warm,0.4879500364742666
feel,warm,0.4879500364742666
top,warm,0.7745966692414833
thinking,warm,0.74535599249993
passed,warm,0.74535599249993
matter,warm,0.4666666666666667
world,warm,0.74535599249993
sat,warm,0.4879500364742666
people,warm,0.4879500364742666
don’t,warm,0.6000000000000001
moment,warm,0.4879500364742666
wall,warm,0.74535599249993
god,warm,0.74535599249993
person,warm,0.7745966692414833
real,warm,0.4666666666666667
house,warm,0.4879500364742666
memory,warm,0.74535599249993
child,warm,0.4666666666666667
morning,warm,0.4879500364742666
women,warm,0.4879500364742666
stood,warm,0.74535599249993
talk,warm,0.74535599249993
didn’t,warm,0.6000000000000001
i’m,warm,0.6000000000000001
understand,warm,0.4666666666666667
spoke,warm,1
call,warm,0.7745966692414833
it’s,warm,0.6000000000000001
fell,warm,0.74535599249993
letter,warm,1
that’s,warm,0.2581988897471611
late,warm,0.74535599249993
chair,warm,0.74535599249993
smiling,warm,0.7745966692414833
smiled,warm,0.4666666666666667
can’t,warm,0.6000000000000001
sit,warm,0.4879500364742666
pleasure,warm,0.7745966692414833
street,warm,0.4879500364742666
poor,warm,0.4879500364742666
set,warm,1
church,warm,0.4666666666666667
silence,warm,0.74535599249993
fine,warm,0.4666666666666667
mind,warm,0.4879500364742666
happened,warm,0.7745966692414833
children,warm,0.74535599249993
couldn’t,warm,0.44721359549995793
girl,warm,0.74535599249993
life,warm,0.4879500364742666
feeling,warm,0.7745966692414833
sin,warm,0.7745966692414833
arm,warm,0.4666666666666667
half,warm,0.4879500364742666
front,warm,0.7745966692414833
saint,warm,0.7745966692414833
family,warm,0.7745966692414833
times,warm,0.4666666666666667
appeared,warm,0.4666666666666667
carriage,warm,0.74535599249993
aunt,warm,0.4666666666666667
josephine,warm,0.44721359549995793
smile,warm,0.4666666666666667
idea,warm,0.7745966692414833
simply,warm,0.4666666666666667
form,warm,0.4666666666666667
sense,warm,1
afternoon,warm,0.74535599249993
cranly,warm,0.2927700218845599
flanders,warm,0.44721359549995793
de,warm,0.7745966692414833
combray,warm,0.2927700218845599
mme,warm,0.2927700218845599
françoise,warm,0.2927700218845599
swann,warm,0.2927700218845599
verdurin,warm,0.2927700218845599
odette,warm,0.2927700218845599
jacob,warm,0.44721359549995793
i’ve,warm,0.44721359549995793
kezia,warm,0.2927700218845599
blue,mother,0.5773502691896257
love,mother,0.3779644730092272
light,mother,0.3779644730092272
days,mother,0.3779644730092272
heart,mother,0.3779644730092272
beautiful,mother,0.7745966692414833
soul,mother,0.3779644730092272
death,mother,0.3779644730092272
dark,mother,0.3779644730092272
lay,mother,0.3779644730092272
found,mother,0.5773502691896257
fellow,mother,0.5773502691896257
hair,mother,0.3779644730092272
dear,mother,0.3779644730092272
day,mother,0.3779644730092272
sleep,mother,0.5773502691896257
pale,mother,0.7745966692414833
flowers,mother,0.3779644730092272
yellow,mother,0.3779644730092272
wind,mother,0.3779644730092272
play,mother,0.5773502691896257
soft,mother,0.5773502691896257
book,mother,0.3779644730092272
read,mother,0.3779644730092272
fire,mother,0.5773502691896257
desire,mother,0.5773502691896257
run,mother,0.5773502691896257
slowly,mother,0.3779644730092272
true,mother,0.7745966692414833
beneath,mother,0.5773502691896257
garden,mother,0.3779644730092272
lips,mother,0.7745966692414833
bed,mother,0.3779644730092272
grey,mother,0.3779644730092272
word,mother,0.3779644730092272
friends,mother,0.3779644730092272
words,mother,0.3779644730092272
round,mother,0.3779644730092272
rest,mother,0.5773502691896257
arms,mother,0.3779644730092272
ah,mother,0.5773502691896257
sun,mother,0.3779644730092272
sound,mother,0.5773502691896257
strange,mother,0.3779644730092272
phrase,mother,0.5773502691896257
beauty,mother,0.5773502691896257
standing,mother,0.5773502691896257
speak,mother,0.3779644730092272
close,mother,0.7745966692414833
cold,mother,0.5773502691896257
coming,mother,0.5773502691896257
road,mother,0.5773502691896257
boy,mother,0.7745966692414833
father,mother,0.7745966692414833
told,mother,0.5773502691896257
looked,mother,0.5773502691896257
rose,mother,0.3779644730092272
warm,mother,0.7745966692414833
brought,mother,0.5773502691896257
paper,mother,0.5773502691896257
table,mother,0.3779644730092272
stephen,mother,0.3779644730092272
boys,mother,0.9999999999999998
evening,mother,0.3779644730092272
sight,mother,0.7745966692414833
body,mother,0.7745966692414833
called,mother,0.7745966692414833
answered,mother,0.9999999999999998
dedalus,mother,0.3779644730092272
nice,mother,0.5773502691896257
hall,mother,0.7745966692414833
cried,mother,0.7745966692414833
home,mother,0.7745966692414833
caught,mother,0.7745966692414833
ran,mother,0.7745966692414833
sky,mother,0.5773502691896257
hat,mother,0.3779644730092272
windows,mother,0.3779644730092272
water,mother,0.5773502691896257
sitting,mother,0.5773502691896257
waiting,mother,0.5773502691896257
tea,mother,0.7745966692414833
woman,mother,0.3779644730092272
dinner,mother,0.5773502691896257
walked,mother,0.5773502691896257
remember,mother,0.3779644730092272
feel,mother,0.3779644730092272
talking,mother,0.5773502691896257
top,mother,0.9999999999999998
thinking,mother,0.5773502691896257
passed,mother,0.5773502691896257
matter,mother,0.7745966692414833
pink,mother,0.5773502691896257
world,mother,0.5773502691896257
sat,mother,0.3779644730092272
people,mother,0.3779644730092272
don’t,mother,0.2581988897471611
corner,mother,0.5773502691896257
moment,mother,0.3779644730092272
wall,mother,0.5773502691896257
god,mother,0.5773502691896257
person,mother,0.9999999999999998
real,mother,0.7745966692414833
house,mother,0.3779644730092272
memory,mother,0.5773502691896257
child,mother,0.7745966692414833
morning,mother,0.3779644730092272
country,mother,0.5773502691896257
women,mother,0.3779644730092272
stood,mother,0.5773502691896257
talk,mother,0.5773502691896257
didn’t,mother,0.2581988897471611
i’m,mother,0.2581988897471611
understand,mother,0.7745966692414833
spoke,mother,0.7745966692414833
call,mother,0.9999999999999998
it’s,mother,0.2581988897471611
fell,mother,0.5773502691896257
letter,mother,0.7745966692414833
late,mother,0.5773502691896257
chair,mother,0.5773502691896257
smiling,mother,0.9999999999999998
smiled,mother,0.7745966692414833
can’t,mother,0.2581988897471611
sit,mother,0.3779644730092272
pleasure,mother,0.9999999999999998
street,mother,0.3779644730092272
poor,mother,0.3779644730092272
set,mother,0.7745966692414833
church,mother,0.7745966692414833
silence,mother,0.5773502691896257
fine,mother,0.7745966692414833
mind,mother,0.3779644730092272
happened,mother,0.9999999999999998
children,mother,0.5773502691896257
couldn’t,mother,0.5773502691896257
suddenly,mother,0.5773502691896257
girl,mother,0.5773502691896257
taking,mother,0.5773502691896257
life,mother,0.3779644730092272
feeling,mother,0.9999999999999998
sin,mother,0.9999999999999998
arm,mother,0.7745966692414833
half,mother,0.3779644730092272
front,mother,0.9999999999999998
saint,mother,0.4999999999999999
family,mother,0.9999999999999998
times,mother,0.7745966692414833
appeared,mother,0.7745966692414833
carriage,mother,0.5773502691896257
aunt,mother,0.7745966692414833
josephine,mother,0.5773502691896257
smile,mother,0.7745966692414833
idea,mother,0.9999999999999998
simply,mother,0.7745966692414833
form,mother,0.7745966692414833
girls,mother,0.5773502691896257
sense,mother,0.7745966692414833
afternoon,mother,0.5773502691896257
cranly,mother,0.3779644730092272
flanders,mother,0.5773502691896257
de,mother,0.4999999999999999
combray,mother,0.3779644730092272
mme,mother,0.3779644730092272
sort,mother,0.2581988897471611
françoise,mother,0.3779644730092272
swann,mother,0.3779644730092272
verdurin,mother,0.3779644730092272
odette,mother,0.3779644730092272
jacob,mother,0.5773502691896257
kezia,mother,0.3779644730092272
blue,brought,0.3333333333333333
love,brought,0.6546536707079771
dark,brought,0.6546536707079771
lay,brought,0.6546536707079771
fellow,brought,0.3333333333333333
sleep,brought,0.3333333333333333
flowers,brought,0.6546536707079771
yellow,brought,0.6546536707079771
soft,brought,0.3333333333333333
slowly,brought,0.6546536707079771
beneath,brought,0.3333333333333333
grey,brought,0.6546536707079771
ah,brought,0.3333333333333333
phrase,brought,0.3333333333333333
standing,brought,0.3333333333333333
coming,brought,0.3333333333333333
road,brought,0.3333333333333333
boy,brought,0.74535599249993
father,brought,0.74535599249993
told,brought,0.3333333333333333
looked,brought,1
rose,brought,0.6546536707079771
mother,brought,0.5773502691896257
paper,brought,1
table,brought,0.6546536707079771
stephen,brought,0.21821789023599236
boys,brought,0.5773502691896257
evening,brought,0.6546536707079771
body,brought,0.74535599249993
answered,brought,0.5773502691896257
dedalus,brought,0.21821789023599236
nice,brought,0.3333333333333333
hall,brought,0.74535599249993
caught,brought,0.74535599249993
ran,brought,0.74535599249993
sky,brought,1
hat,brought,0.6546536707079771
windows,brought,0.6546536707079771
water,brought,0.3333333333333333
sitting,brought,1
waiting,brought,0.3333333333333333
tea,brought,0.74535599249993
woman,brought,0.6546536707079771
dinner,brought,0.3333333333333333
walked,brought,0.3333333333333333
remember,brought,0.6546536707079771
feel,brought,0.6546536707079771
talking,brought,1
top,brought,0.5773502691896257
thinking,brought,0.3333333333333333
passed,brought,0.3333333333333333
matter,brought,0.74535599249993
pink,brought,1
world,brought,0.3333333333333333
sat,brought,0.6546536707079771
people,brought,0.6546536707079771
corner,brought,1
moment,brought,0.6546536707079771
wall,brought,0.3333333333333333
god,brought,0.3333333333333333
person,brought,0.5773502691896257
real,brought,0.74535599249993
house,brought,0.6546536707079771
memory,brought,0.3333333333333333
child,brought,0.74535599249993
morning,brought,0.6546536707079771
country,brought,1
women,brought,0.6546536707079771
stood,brought,0.3333333333333333
talk,brought,0.3333333333333333
understand,brought,0.74535599249993
call,brought,0.5773502691896257
fell,brought,0.3333333333333333
late,brought,0.3333333333333333
chair,brought,0.3333333333333333
smiling,brought,0.5773502691896257
smiled,brought,0.74535599249993
sit,brought,0.6546536707079771
pleasure,brought,0.5773502691896257
street,brought,0.6546536707079771
poor,brought,0.6546536707079771
church,brought,0.74535599249993
silence,brought,0.3333333333333333
fine,brought,0.74535599249993
mind,brought,0.6546536707079771
happened,brought,0.5773502691896257
children,brought,0.3333333333333333
couldn’t,brought,0.3333333333333333
suddenly,brought,1
girl,brought,0.3333333333333333
taking,brought,1
life,brought,0.6546536707079771
feeling,brought,0.5773502691896257
sin,brought,0.5773502691896257
arm,brought,0.74535599249993
half,brought,0.6546536707079771
front,brought,0.5773502691896257
family,brought,0.5773502691896257
times,brought,0.74535599249993
appeared,brought,0.74535599249993
carriage,brought,0.3333333333333333
aunt,brought,0.74535599249993
josephine,brought,0.3333333333333333
smile,brought,0.74535599249993
idea,brought,0.5773502691896257
simply,brought,0.74535599249993
form,brought,0.74535599249993
girls,brought,1
afternoon,brought,0.3333333333333333
cranly,brought,0.21821789023599236
flanders,brought,0.3333333333333333
combray,brought,0.21821789023599236
mme,brought,0.21821789023599236
sort,brought,0.74535599249993
françoise,brought,0.21821789023599236
swann,brought,0.21821789023599236
miss,brought,0.3333333333333333
verdurin,brought,0.21821789023599236
odette,brought,0.21821789023599236
jacob,brought,0.3333333333333333
kezia,brought,0.21821789023599236
blue,paper,0.3333333333333333
love,paper,0.6546536707079771
dark,paper,0.6546536707079771
lay,paper,0.6546536707079771
fellow,paper,0.3333333333333333
sleep,paper,0.3333333333333333
flowers,paper,0.6546536707079771
yellow,paper,0.6546536707079771
soft,paper,0.3333333333333333
slowly,paper,0.6546536707079771
beneath,paper,0.3333333333333333
grey,paper,0.6546536707079771
ah,paper,0.3333333333333333
phrase,paper,0.3333333333333333
standing,paper,0.3333333333333333
coming,paper,0.3333333333333333
road,paper,0.3333333333333333
boy,paper,0.74535599249993
father,paper,0.74535599249993
told,paper,0.3333333333333333
looked,paper,1
rose,paper,0.6546536707079771
mother,paper,0.5773502691896257
brought,paper,1
table,paper,0.6546536707079771
stephen,paper,0.21821789023599236
boys,paper,0.5773502691896257
evening,paper,0.6546536707079771
body,paper,0.74535599249993
answered,paper,0.5773502691896257
dedalus,paper,0.21821789023599236
nice,paper,0.3333333333333333
hall,paper,0.74535599249993
caught,paper,0.74535599249993
ran,paper,0.74535599249993
sky,paper,1
hat,paper,0.6546536707079771
windows,paper,0.6546536707079771
water,paper,0.3333333333333333
sitting,paper,1
waiting,paper,0.3333333333333333
tea,paper,0.74535599249993
woman,paper,0.6546536707079771
dinner,paper,0.3333333333333333
walked,paper,0.3333333333333333
remember,paper,0.6546536707079771
feel,paper,0.6546536707079771
talking,paper,1
top,paper,0.5773502691896257
thinking,paper,0.3333333333333333
passed,paper,0.3333333333333333
matter,paper,0.74535599249993
pink,paper,1
world,paper,0.3333333333333333
sat,paper,0.6546536707079771
people,paper,0.6546536707079771
corner,paper,1
moment,paper,0.6546536707079771
wall,paper,0.3333333333333333
god,paper,0.3333333333333333
person,paper,0.5773502691896257
real,paper,0.74535599249993
house,paper,0.6546536707079771
memory,paper,0.3333333333333333
child,paper,0.74535599249993
morning,paper,0.6546536707079771
country,paper,1
women,paper,0.6546536707079771
stood,paper,0.3333333333333333
talk,paper,0.3333333333333333
understand,paper,0.74535599249993
call,paper,0.5773502691896257
fell,paper,0.3333333333333333
late,paper,0.3333333333333333
chair,paper,0.3333333333333333
smiling,paper,0.5773502691896257
smiled,paper,0.74535599249993
sit,paper,0.6546536707079771
pleasure,paper,0.5773502691896257
street,paper,0.6546536707079771
poor,paper,0.6546536707079771
church,paper,0.74535599249993
